id,accid,cost,info,createdate
428,9284616046,50000000,پرداخت شارژ ساختمان,2015-11-14
429,9284616046,3000000,پرداخت شارژ ساختمان,2015-12-18
430,9284616046,90000000,پرداخت شارژ ساختمان,2016-1-16
431,9284616046,6000000,پرداخت شارژ ساختمان,2016-2-17
432,9284616046,9000000,پرداخت شارژ ساختمان,2016-3-11
433,9284616046,80000000,پرداخت شارژ ساختمان,2016-4-17
434,9284616046,300000,پرداخت شارژ ساختمان,2016-5-11
435,9284616046,2000000,پرداخت شارژ ساختمان,2016-6-13
436,9284616046,100000,پرداخت شارژ ساختمان,2016-7-17
437,9284616046,40000000,پرداخت شارژ ساختمان,2016-8-15
438,9284616046,500000,پرداخت شارژ ساختمان,2016-9-19
439,9284616046,30000000,پرداخت شارژ ساختمان,2016-10-19
440,9284616046,5000000,پرداخت شارژ ساختمان,2016-11-11
441,9284616046,6000000,پرداخت شارژ ساختمان,2016-12-19
442,9284616046,3000000,پرداخت شارژ ساختمان,2017-1-15
443,9284616046,1000000,پرداخت شارژ ساختمان,2017-2-18
444,9284616046,30000000,پرداخت شارژ ساختمان,2017-3-16
445,9284616046,6000000,پرداخت شارژ ساختمان,2017-4-13
446,9284616046,600000,پرداخت شارژ ساختمان,2017-5-16
447,9284616046,90000000,پرداخت شارژ ساختمان,2017-6-16
448,9284616046,300000,پرداخت شارژ ساختمان,2017-7-15
449,9284616046,5000000,پرداخت شارژ ساختمان,2017-8-17
450,9284616046,30000000,پرداخت شارژ ساختمان,2017-9-17
451,9284616046,500000,پرداخت شارژ ساختمان,2017-10-15
452,9284616046,90000000,پرداخت شارژ ساختمان,2017-11-11
453,9284616046,90000000,پرداخت شارژ ساختمان,2017-12-12
454,9284616046,90000000,پرداخت شارژ ساختمان,2018-1-10
455,9284616046,300000,پرداخت شارژ ساختمان,2018-2-10
456,9284616046,10000000,پرداخت شارژ ساختمان,2018-3-11
457,9284616046,600000,پرداخت شارژ ساختمان,2018-4-20
458,9284616046,5000000,پرداخت شارژ ساختمان,2018-5-16
459,9284616046,30000000,پرداخت شارژ ساختمان,2018-6-19
460,9284616046,40000000,پرداخت شارژ ساختمان,2018-7-16
461,9284616046,500000,پرداخت شارژ ساختمان,2018-8-16
462,9284616046,300000,پرداخت شارژ ساختمان,2018-9-19
463,9284616046,8000000,پرداخت شارژ ساختمان,2018-10-15
464,9284616046,8000000,پرداخت شارژ ساختمان,2018-11-12
465,9284616046,7000000,پرداخت شارژ ساختمان,2018-12-10
466,9284616046,600000,پرداخت شارژ ساختمان,2019-1-14
467,9284616046,40000000,پرداخت شارژ ساختمان,2019-2-16
468,9284616046,10000000,پرداخت شارژ ساختمان,2019-3-13
469,9284616046,700000,پرداخت شارژ ساختمان,2019-4-19
470,9284616046,2000000,پرداخت شارژ ساختمان,2019-5-20
471,9284616046,300000,پرداخت شارژ ساختمان,2019-6-18
472,9284616046,1000000,پرداخت شارژ ساختمان,2019-7-20
473,9284616046,100000,پرداخت شارژ ساختمان,2019-8-11
474,9284616046,3000000,پرداخت شارژ ساختمان,2019-9-12
475,9284616046,2000000,پرداخت شارژ ساختمان,2019-10-17
476,9284616046,9000000,پرداخت شارژ ساختمان,2019-11-17
477,9284616046,200000,پرداخت شارژ ساختمان,2019-12-17
478,9284616046,9000000,پرداخت شارژ ساختمان,2020-1-20
479,9284616046,400000,پرداخت شارژ ساختمان,2020-2-17
480,9284616046,8000000,پرداخت شارژ ساختمان,2020-3-10
481,9284616046,6000000,پرداخت شارژ ساختمان,2020-4-15
482,9284616046,1000000,پرداخت شارژ ساختمان,2020-5-18
483,9284616046,2000000,پرداخت شارژ ساختمان,2020-6-14
484,9284616046,1000000,پرداخت شارژ ساختمان,2020-7-14
485,9284616046,60000000,پرداخت شارژ ساختمان,2020-8-20
486,9284616046,8000000,پرداخت شارژ ساختمان,2020-9-14
487,9284616046,700000,پرداخت شارژ ساختمان,2020-10-14
488,9284616046,2000000,پرداخت شارژ ساختمان,2020-11-10
489,9284616046,1000000,پرداخت شارژ ساختمان,2020-12-12
490,9284616046,500000,پرداخت شارژ ساختمان,2021-1-10
491,9284616046,50000000,پرداخت شارژ ساختمان,2021-2-15
492,9284616046,40000000,پرداخت شارژ ساختمان,2021-3-11
493,9284616046,200000,پرداخت شارژ ساختمان,2021-4-19
494,9284616046,70000000,پرداخت شارژ ساختمان,2021-5-12
495,9284616046,5000000,پرداخت شارژ ساختمان,2021-6-14
496,9284616046,80000000,پرداخت شارژ ساختمان,2021-7-10
497,9284616046,300000,پرداخت شارژ ساختمان,2021-8-15
498,9284616046,20000000,پرداخت شارژ ساختمان,2021-9-19
499,9284616046,4000000,پرداخت شارژ ساختمان,2021-10-18
500,9284616046,6000000,پرداخت شارژ ساختمان,2021-11-17
501,9284616046,700000,پرداخت شارژ ساختمان,2021-12-16
502,9284616046,6000000,پرداخت شارژ ساختمان,2022-1-11
503,9810537619,1000000,پرداخت شارژ ساختمان,2020-6-18
504,9810537619,7000000,پرداخت شارژ ساختمان,2020-7-13
505,9810537619,1000000,پرداخت شارژ ساختمان,2020-8-16
506,9810537619,400000,پرداخت شارژ ساختمان,2020-9-14
507,9810537619,6000000,پرداخت شارژ ساختمان,2020-10-15
508,9810537619,900000,پرداخت شارژ ساختمان,2020-11-13
509,9810537619,2000000,پرداخت شارژ ساختمان,2020-12-13
510,9810537619,10000000,پرداخت شارژ ساختمان,2021-1-20
511,9810537619,70000000,پرداخت شارژ ساختمان,2021-2-14
512,9810537619,50000000,پرداخت شارژ ساختمان,2021-3-17
513,9810537619,5000000,پرداخت شارژ ساختمان,2021-4-12
514,9810537619,400000,پرداخت شارژ ساختمان,2021-5-18
515,9810537619,900000,پرداخت شارژ ساختمان,2021-6-11
516,9810537619,700000,پرداخت شارژ ساختمان,2021-7-15
517,9810537619,70000000,پرداخت شارژ ساختمان,2021-8-13
518,9810537619,300000,پرداخت شارژ ساختمان,2021-9-15
519,9810537619,300000,پرداخت شارژ ساختمان,2021-10-18
520,9810537619,700000,پرداخت شارژ ساختمان,2021-11-13
521,9810537619,50000000,پرداخت شارژ ساختمان,2021-12-15
522,9810537619,20000000,پرداخت شارژ ساختمان,2022-1-16
523,9187576921,30000000,پرداخت شارژ ساختمان,2006-1-16
524,9187576921,4000000,پرداخت شارژ ساختمان,2006-2-13
525,9187576921,300000,پرداخت شارژ ساختمان,2006-3-17
526,9187576921,400000,پرداخت شارژ ساختمان,2006-4-18
527,9187576921,9000000,پرداخت شارژ ساختمان,2006-5-13
528,9187576921,5000000,پرداخت شارژ ساختمان,2006-6-10
529,9187576921,6000000,پرداخت شارژ ساختمان,2006-7-13
530,9187576921,50000000,پرداخت شارژ ساختمان,2006-8-17
531,9187576921,900000,پرداخت شارژ ساختمان,2006-9-18
532,9187576921,10000000,پرداخت شارژ ساختمان,2006-10-10
533,9187576921,9000000,پرداخت شارژ ساختمان,2006-11-14
534,9187576921,2000000,پرداخت شارژ ساختمان,2006-12-17
535,9187576921,9000000,پرداخت شارژ ساختمان,2007-1-16
536,9187576921,100000,پرداخت شارژ ساختمان,2007-2-16
537,9187576921,100000,پرداخت شارژ ساختمان,2007-3-10
538,9187576921,7000000,پرداخت شارژ ساختمان,2007-4-20
539,9187576921,60000000,پرداخت شارژ ساختمان,2007-5-14
540,9187576921,200000,پرداخت شارژ ساختمان,2007-6-18
541,9187576921,80000000,پرداخت شارژ ساختمان,2007-7-20
542,9187576921,5000000,پرداخت شارژ ساختمان,2007-8-10
543,9187576921,10000000,پرداخت شارژ ساختمان,2007-9-16
544,9187576921,20000000,پرداخت شارژ ساختمان,2007-10-13
545,9187576921,4000000,پرداخت شارژ ساختمان,2007-11-20
546,9187576921,20000000,پرداخت شارژ ساختمان,2007-12-14
547,9187576921,1000000,پرداخت شارژ ساختمان,2008-1-20
548,9187576921,4000000,پرداخت شارژ ساختمان,2008-2-18
549,9187576921,50000000,پرداخت شارژ ساختمان,2008-3-16
550,9187576921,500000,پرداخت شارژ ساختمان,2008-4-15
551,9187576921,900000,پرداخت شارژ ساختمان,2008-5-19
552,9187576921,3000000,پرداخت شارژ ساختمان,2008-6-15
553,9187576921,7000000,پرداخت شارژ ساختمان,2008-7-12
554,9187576921,8000000,پرداخت شارژ ساختمان,2008-8-17
555,9187576921,4000000,پرداخت شارژ ساختمان,2008-9-12
556,9187576921,3000000,پرداخت شارژ ساختمان,2008-10-18
557,9187576921,600000,پرداخت شارژ ساختمان,2008-11-17
558,9187576921,3000000,پرداخت شارژ ساختمان,2008-12-16
559,9187576921,600000,پرداخت شارژ ساختمان,2009-1-11
560,9187576921,50000000,پرداخت شارژ ساختمان,2009-2-14
561,9187576921,900000,پرداخت شارژ ساختمان,2009-3-14
562,9187576921,400000,پرداخت شارژ ساختمان,2009-4-16
563,9187576921,1000000,پرداخت شارژ ساختمان,2009-5-10
564,9187576921,90000000,پرداخت شارژ ساختمان,2009-6-10
565,9187576921,1000000,پرداخت شارژ ساختمان,2009-7-19
566,9187576921,700000,پرداخت شارژ ساختمان,2009-8-10
567,9187576921,400000,پرداخت شارژ ساختمان,2009-9-11
568,9187576921,1000000,پرداخت شارژ ساختمان,2009-10-16
569,9187576921,50000000,پرداخت شارژ ساختمان,2009-11-19
570,9187576921,900000,پرداخت شارژ ساختمان,2009-12-19
571,9187576921,10000000,پرداخت شارژ ساختمان,2010-1-20
572,9187576921,5000000,پرداخت شارژ ساختمان,2010-2-15
573,9187576921,40000000,پرداخت شارژ ساختمان,2010-3-18
574,9187576921,400000,پرداخت شارژ ساختمان,2010-4-19
575,9187576921,200000,پرداخت شارژ ساختمان,2010-5-10
576,9187576921,4000000,پرداخت شارژ ساختمان,2010-6-16
577,9187576921,5000000,پرداخت شارژ ساختمان,2010-7-10
578,9187576921,20000000,پرداخت شارژ ساختمان,2010-8-16
579,9187576921,7000000,پرداخت شارژ ساختمان,2010-9-20
580,9187576921,100000,پرداخت شارژ ساختمان,2010-10-14
581,9187576921,500000,پرداخت شارژ ساختمان,2010-11-20
582,9187576921,300000,پرداخت شارژ ساختمان,2010-12-12
583,9187576921,80000000,پرداخت شارژ ساختمان,2011-1-10
584,9187576921,50000000,پرداخت شارژ ساختمان,2011-2-10
585,9187576921,600000,پرداخت شارژ ساختمان,2011-3-19
586,9187576921,300000,پرداخت شارژ ساختمان,2011-4-15
587,9187576921,20000000,پرداخت شارژ ساختمان,2011-5-14
588,9187576921,40000000,پرداخت شارژ ساختمان,2011-6-14
589,9187576921,600000,پرداخت شارژ ساختمان,2011-7-12
590,9187576921,3000000,پرداخت شارژ ساختمان,2011-8-11
591,9187576921,10000000,پرداخت شارژ ساختمان,2011-9-14
592,9187576921,60000000,پرداخت شارژ ساختمان,2011-10-12
593,9187576921,8000000,پرداخت شارژ ساختمان,2011-11-20
594,9187576921,9000000,پرداخت شارژ ساختمان,2011-12-18
595,9187576921,600000,پرداخت شارژ ساختمان,2012-1-18
596,9187576921,1000000,پرداخت شارژ ساختمان,2012-2-14
597,9187576921,60000000,پرداخت شارژ ساختمان,2012-3-20
598,9187576921,300000,پرداخت شارژ ساختمان,2012-4-10
599,9187576921,200000,پرداخت شارژ ساختمان,2012-5-13
600,9187576921,90000000,پرداخت شارژ ساختمان,2012-6-17
601,9187576921,20000000,پرداخت شارژ ساختمان,2012-7-12
602,9187576921,600000,پرداخت شارژ ساختمان,2012-8-19
603,9187576921,200000,پرداخت شارژ ساختمان,2012-9-20
604,9187576921,8000000,پرداخت شارژ ساختمان,2012-10-19
605,9187576921,90000000,پرداخت شارژ ساختمان,2012-11-18
606,9187576921,40000000,پرداخت شارژ ساختمان,2012-12-19
607,9187576921,8000000,پرداخت شارژ ساختمان,2013-1-11
608,9187576921,20000000,پرداخت شارژ ساختمان,2013-2-18
609,9187576921,200000,پرداخت شارژ ساختمان,2013-3-13
610,9187576921,20000000,پرداخت شارژ ساختمان,2013-4-20
611,9187576921,900000,پرداخت شارژ ساختمان,2013-5-15
612,9187576921,2000000,پرداخت شارژ ساختمان,2013-6-10
613,9187576921,400000,پرداخت شارژ ساختمان,2013-7-14
614,9187576921,500000,پرداخت شارژ ساختمان,2013-8-13
615,9187576921,30000000,پرداخت شارژ ساختمان,2013-9-12
616,9187576921,7000000,پرداخت شارژ ساختمان,2013-10-11
617,9187576921,400000,پرداخت شارژ ساختمان,2013-11-15
618,9187576921,5000000,پرداخت شارژ ساختمان,2013-12-10
619,9187576921,10000000,پرداخت شارژ ساختمان,2014-1-10
620,9187576921,400000,پرداخت شارژ ساختمان,2014-2-14
621,9187576921,1000000,پرداخت شارژ ساختمان,2014-3-14
622,9187576921,10000000,پرداخت شارژ ساختمان,2014-4-17
623,9187576921,8000000,پرداخت شارژ ساختمان,2014-5-13
624,9187576921,10000000,پرداخت شارژ ساختمان,2014-6-16
625,9187576921,3000000,پرداخت شارژ ساختمان,2014-7-13
626,9187576921,800000,پرداخت شارژ ساختمان,2014-8-15
627,9187576921,3000000,پرداخت شارژ ساختمان,2014-9-19
628,9187576921,9000000,پرداخت شارژ ساختمان,2014-10-11
629,9187576921,600000,پرداخت شارژ ساختمان,2014-11-18
630,9187576921,2000000,پرداخت شارژ ساختمان,2014-12-15
631,9187576921,7000000,پرداخت شارژ ساختمان,2015-1-16
632,9187576921,2000000,پرداخت شارژ ساختمان,2015-2-15
633,9187576921,7000000,پرداخت شارژ ساختمان,2015-3-10
634,9187576921,2000000,پرداخت شارژ ساختمان,2015-4-13
635,9187576921,30000000,پرداخت شارژ ساختمان,2015-5-15
636,9187576921,60000000,پرداخت شارژ ساختمان,2015-6-10
637,9187576921,30000000,پرداخت شارژ ساختمان,2015-7-15
638,9187576921,600000,پرداخت شارژ ساختمان,2015-8-16
639,9187576921,5000000,پرداخت شارژ ساختمان,2015-9-20
640,9187576921,5000000,پرداخت شارژ ساختمان,2015-10-10
641,9187576921,10000000,پرداخت شارژ ساختمان,2015-11-13
642,9187576921,900000,پرداخت شارژ ساختمان,2015-12-19
643,9187576921,80000000,پرداخت شارژ ساختمان,2016-1-20
644,9187576921,9000000,پرداخت شارژ ساختمان,2016-2-11
645,9187576921,50000000,پرداخت شارژ ساختمان,2016-3-12
646,9187576921,10000000,پرداخت شارژ ساختمان,2016-4-13
647,9187576921,7000000,پرداخت شارژ ساختمان,2016-5-17
648,9187576921,5000000,پرداخت شارژ ساختمان,2016-6-10
649,9187576921,600000,پرداخت شارژ ساختمان,2016-7-11
650,9187576921,5000000,پرداخت شارژ ساختمان,2016-8-10
651,9187576921,3000000,پرداخت شارژ ساختمان,2016-9-10
652,9187576921,100000,پرداخت شارژ ساختمان,2016-10-12
653,9187576921,90000000,پرداخت شارژ ساختمان,2016-11-11
654,9187576921,5000000,پرداخت شارژ ساختمان,2016-12-14
655,9187576921,200000,پرداخت شارژ ساختمان,2017-1-15
656,9187576921,700000,پرداخت شارژ ساختمان,2017-2-18
657,9187576921,6000000,پرداخت شارژ ساختمان,2017-3-15
658,9187576921,300000,پرداخت شارژ ساختمان,2017-4-19
659,9187576921,200000,پرداخت شارژ ساختمان,2017-5-13
660,9187576921,5000000,پرداخت شارژ ساختمان,2017-6-13
661,9187576921,60000000,پرداخت شارژ ساختمان,2017-7-15
662,9187576921,6000000,پرداخت شارژ ساختمان,2017-8-15
663,9187576921,6000000,پرداخت شارژ ساختمان,2017-9-20
664,9187576921,100000,پرداخت شارژ ساختمان,2017-10-17
665,9187576921,9000000,پرداخت شارژ ساختمان,2017-11-13
666,9187576921,1000000,پرداخت شارژ ساختمان,2017-12-18
667,9187576921,100000,پرداخت شارژ ساختمان,2018-1-17
668,9187576921,200000,پرداخت شارژ ساختمان,2018-2-17
669,9187576921,9000000,پرداخت شارژ ساختمان,2018-3-10
670,9187576921,3000000,پرداخت شارژ ساختمان,2018-4-11
671,9187576921,5000000,پرداخت شارژ ساختمان,2018-5-14
672,9187576921,70000000,پرداخت شارژ ساختمان,2018-6-13
673,9187576921,70000000,پرداخت شارژ ساختمان,2018-7-14
674,9187576921,400000,پرداخت شارژ ساختمان,2018-8-10
675,9187576921,1000000,پرداخت شارژ ساختمان,2018-9-13
676,9187576921,2000000,پرداخت شارژ ساختمان,2018-10-10
677,9187576921,20000000,پرداخت شارژ ساختمان,2018-11-14
678,9187576921,8000000,پرداخت شارژ ساختمان,2018-12-12
679,9187576921,900000,پرداخت شارژ ساختمان,2019-1-13
680,9187576921,700000,پرداخت شارژ ساختمان,2019-2-20
681,9187576921,10000000,پرداخت شارژ ساختمان,2019-3-16
682,9187576921,9000000,پرداخت شارژ ساختمان,2019-4-11
683,9187576921,40000000,پرداخت شارژ ساختمان,2019-5-10
684,9187576921,500000,پرداخت شارژ ساختمان,2019-6-15
685,9187576921,400000,پرداخت شارژ ساختمان,2019-7-19
686,9187576921,30000000,پرداخت شارژ ساختمان,2019-8-12
687,9187576921,10000000,پرداخت شارژ ساختمان,2019-9-19
688,9187576921,9000000,پرداخت شارژ ساختمان,2019-10-16
689,9187576921,100000,پرداخت شارژ ساختمان,2019-11-15
690,9187576921,2000000,پرداخت شارژ ساختمان,2019-12-10
691,9187576921,8000000,پرداخت شارژ ساختمان,2020-1-15
692,9187576921,900000,پرداخت شارژ ساختمان,2020-2-17
693,9187576921,100000,پرداخت شارژ ساختمان,2020-3-20
694,9187576921,8000000,پرداخت شارژ ساختمان,2020-4-10
695,9187576921,300000,پرداخت شارژ ساختمان,2020-5-15
696,9187576921,10000000,پرداخت شارژ ساختمان,2020-6-14
697,9187576921,900000,پرداخت شارژ ساختمان,2020-7-15
698,9187576921,100000,پرداخت شارژ ساختمان,2020-8-16
699,9187576921,30000000,پرداخت شارژ ساختمان,2020-9-10
700,9187576921,100000,پرداخت شارژ ساختمان,2020-10-10
701,9187576921,80000000,پرداخت شارژ ساختمان,2020-11-13
702,9187576921,300000,پرداخت شارژ ساختمان,2020-12-18
703,9187576921,800000,پرداخت شارژ ساختمان,2021-1-13
704,9187576921,80000000,پرداخت شارژ ساختمان,2021-2-17
705,9187576921,7000000,پرداخت شارژ ساختمان,2021-3-17
706,9187576921,9000000,پرداخت شارژ ساختمان,2021-4-16
707,9187576921,5000000,پرداخت شارژ ساختمان,2021-5-14
708,9187576921,900000,پرداخت شارژ ساختمان,2021-6-17
709,9187576921,300000,پرداخت شارژ ساختمان,2021-7-12
710,9187576921,100000,پرداخت شارژ ساختمان,2021-8-10
711,9187576921,90000000,پرداخت شارژ ساختمان,2021-9-20
712,9187576921,20000000,پرداخت شارژ ساختمان,2021-10-10
713,9187576921,500000,پرداخت شارژ ساختمان,2021-11-18
714,9187576921,2000000,پرداخت شارژ ساختمان,2021-12-13
715,9187576921,8000000,پرداخت شارژ ساختمان,2022-1-18
716,9905781589,7000000,پرداخت شارژ ساختمان,2015-2-15
717,9905781589,6000000,پرداخت شارژ ساختمان,2015-3-20
718,9905781589,90000000,پرداخت شارژ ساختمان,2015-4-11
719,9905781589,400000,پرداخت شارژ ساختمان,2015-5-19
720,9905781589,8000000,پرداخت شارژ ساختمان,2015-6-13
721,9905781589,8000000,پرداخت شارژ ساختمان,2015-7-13
722,9905781589,20000000,پرداخت شارژ ساختمان,2015-8-16
723,9905781589,60000000,پرداخت شارژ ساختمان,2015-9-17
724,9905781589,800000,پرداخت شارژ ساختمان,2015-10-18
725,9905781589,8000000,پرداخت شارژ ساختمان,2015-11-20
726,9905781589,400000,پرداخت شارژ ساختمان,2015-12-16
727,9905781589,8000000,پرداخت شارژ ساختمان,2016-1-17
728,9905781589,50000000,پرداخت شارژ ساختمان,2016-2-13
729,9905781589,7000000,پرداخت شارژ ساختمان,2016-3-13
730,9905781589,30000000,پرداخت شارژ ساختمان,2016-4-18
731,9905781589,7000000,پرداخت شارژ ساختمان,2016-5-11
732,9905781589,5000000,پرداخت شارژ ساختمان,2016-6-10
733,9905781589,900000,پرداخت شارژ ساختمان,2016-7-14
734,9905781589,5000000,پرداخت شارژ ساختمان,2016-8-11
735,9905781589,20000000,پرداخت شارژ ساختمان,2016-9-12
736,9905781589,900000,پرداخت شارژ ساختمان,2016-10-14
737,9905781589,800000,پرداخت شارژ ساختمان,2016-11-13
738,9905781589,4000000,پرداخت شارژ ساختمان,2016-12-18
739,9905781589,300000,پرداخت شارژ ساختمان,2017-1-15
740,9905781589,70000000,پرداخت شارژ ساختمان,2017-2-11
741,9905781589,2000000,پرداخت شارژ ساختمان,2017-3-15
742,9905781589,30000000,پرداخت شارژ ساختمان,2017-4-10
743,9905781589,100000,پرداخت شارژ ساختمان,2017-5-17
744,9905781589,9000000,پرداخت شارژ ساختمان,2017-6-12
745,9905781589,100000,پرداخت شارژ ساختمان,2017-7-16
746,9905781589,40000000,پرداخت شارژ ساختمان,2017-8-18
747,9905781589,200000,پرداخت شارژ ساختمان,2017-9-17
748,9905781589,900000,پرداخت شارژ ساختمان,2017-10-10
749,9905781589,50000000,پرداخت شارژ ساختمان,2017-11-13
750,9905781589,400000,پرداخت شارژ ساختمان,2017-12-11
751,9905781589,90000000,پرداخت شارژ ساختمان,2018-1-19
752,9905781589,3000000,پرداخت شارژ ساختمان,2018-2-16
753,9905781589,900000,پرداخت شارژ ساختمان,2018-3-12
754,9905781589,100000,پرداخت شارژ ساختمان,2018-4-10
755,9905781589,90000000,پرداخت شارژ ساختمان,2018-5-16
756,9905781589,20000000,پرداخت شارژ ساختمان,2018-6-18
757,9905781589,900000,پرداخت شارژ ساختمان,2018-7-11
758,9905781589,300000,پرداخت شارژ ساختمان,2018-8-11
759,9905781589,100000,پرداخت شارژ ساختمان,2018-9-16
760,9905781589,1000000,پرداخت شارژ ساختمان,2018-10-20
761,9905781589,1000000,پرداخت شارژ ساختمان,2018-11-18
762,9905781589,2000000,پرداخت شارژ ساختمان,2018-12-14
763,9905781589,300000,پرداخت شارژ ساختمان,2019-1-18
764,9905781589,100000,پرداخت شارژ ساختمان,2019-2-12
765,9905781589,30000000,پرداخت شارژ ساختمان,2019-3-19
766,9905781589,60000000,پرداخت شارژ ساختمان,2019-4-18
767,9905781589,900000,پرداخت شارژ ساختمان,2019-5-16
768,9905781589,40000000,پرداخت شارژ ساختمان,2019-6-10
769,9905781589,4000000,پرداخت شارژ ساختمان,2019-7-19
770,9905781589,1000000,پرداخت شارژ ساختمان,2019-8-13
771,9905781589,3000000,پرداخت شارژ ساختمان,2019-9-18
772,9905781589,90000000,پرداخت شارژ ساختمان,2019-10-17
773,9905781589,20000000,پرداخت شارژ ساختمان,2019-11-16
774,9905781589,8000000,پرداخت شارژ ساختمان,2019-12-13
775,9905781589,50000000,پرداخت شارژ ساختمان,2020-1-13
776,9905781589,50000000,پرداخت شارژ ساختمان,2020-2-19
777,9905781589,40000000,پرداخت شارژ ساختمان,2020-3-15
778,9905781589,90000000,پرداخت شارژ ساختمان,2020-4-13
779,9905781589,7000000,پرداخت شارژ ساختمان,2020-5-20
780,9905781589,3000000,پرداخت شارژ ساختمان,2020-6-19
781,9905781589,30000000,پرداخت شارژ ساختمان,2020-7-14
782,9905781589,500000,پرداخت شارژ ساختمان,2020-8-12
783,9905781589,300000,پرداخت شارژ ساختمان,2020-9-18
784,9905781589,40000000,پرداخت شارژ ساختمان,2020-10-17
785,9905781589,500000,پرداخت شارژ ساختمان,2020-11-15
786,9905781589,20000000,پرداخت شارژ ساختمان,2020-12-16
787,9905781589,6000000,پرداخت شارژ ساختمان,2021-1-17
788,9905781589,800000,پرداخت شارژ ساختمان,2021-2-20
789,9905781589,90000000,پرداخت شارژ ساختمان,2021-3-10
790,9905781589,900000,پرداخت شارژ ساختمان,2021-4-18
791,9905781589,600000,پرداخت شارژ ساختمان,2021-5-10
792,9905781589,50000000,پرداخت شارژ ساختمان,2021-6-13
793,9905781589,6000000,پرداخت شارژ ساختمان,2021-7-13
794,9905781589,3000000,پرداخت شارژ ساختمان,2021-8-18
795,9905781589,7000000,پرداخت شارژ ساختمان,2021-9-17
796,9905781589,1000000,پرداخت شارژ ساختمان,2021-10-19
797,9905781589,5000000,پرداخت شارژ ساختمان,2021-11-13
798,9905781589,90000000,پرداخت شارژ ساختمان,2021-12-13
799,9905781589,4000000,پرداخت شارژ ساختمان,2022-1-15
800,9168858643,50000000,پرداخت شارژ ساختمان,2009-6-17
801,9168858643,70000000,پرداخت شارژ ساختمان,2009-7-11
802,9168858643,100000,پرداخت شارژ ساختمان,2009-8-20
803,9168858643,20000000,پرداخت شارژ ساختمان,2009-9-14
804,9168858643,10000000,پرداخت شارژ ساختمان,2009-10-14
805,9168858643,20000000,پرداخت شارژ ساختمان,2009-11-11
806,9168858643,700000,پرداخت شارژ ساختمان,2009-12-18
807,9168858643,400000,پرداخت شارژ ساختمان,2010-1-18
808,9168858643,500000,پرداخت شارژ ساختمان,2010-2-18
809,9168858643,6000000,پرداخت شارژ ساختمان,2010-3-18
810,9168858643,500000,پرداخت شارژ ساختمان,2010-4-11
811,9168858643,70000000,پرداخت شارژ ساختمان,2010-5-14
812,9168858643,200000,پرداخت شارژ ساختمان,2010-6-11
813,9168858643,100000,پرداخت شارژ ساختمان,2010-7-19
814,9168858643,600000,پرداخت شارژ ساختمان,2010-8-20
815,9168858643,6000000,پرداخت شارژ ساختمان,2010-9-13
816,9168858643,500000,پرداخت شارژ ساختمان,2010-10-19
817,9168858643,900000,پرداخت شارژ ساختمان,2010-11-20
818,9168858643,2000000,پرداخت شارژ ساختمان,2010-12-12
819,9168858643,30000000,پرداخت شارژ ساختمان,2011-1-10
820,9168858643,70000000,پرداخت شارژ ساختمان,2011-2-16
821,9168858643,300000,پرداخت شارژ ساختمان,2011-3-19
822,9168858643,5000000,پرداخت شارژ ساختمان,2011-4-14
823,9168858643,90000000,پرداخت شارژ ساختمان,2011-5-14
824,9168858643,1000000,پرداخت شارژ ساختمان,2011-6-14
825,9168858643,200000,پرداخت شارژ ساختمان,2011-7-19
826,9168858643,1000000,پرداخت شارژ ساختمان,2011-8-18
827,9168858643,800000,پرداخت شارژ ساختمان,2011-9-18
828,9168858643,5000000,پرداخت شارژ ساختمان,2011-10-14
829,9168858643,100000,پرداخت شارژ ساختمان,2011-11-20
830,9168858643,3000000,پرداخت شارژ ساختمان,2011-12-13
831,9168858643,3000000,پرداخت شارژ ساختمان,2012-1-15
832,9168858643,60000000,پرداخت شارژ ساختمان,2012-2-18
833,9168858643,900000,پرداخت شارژ ساختمان,2012-3-10
834,9168858643,3000000,پرداخت شارژ ساختمان,2012-4-16
835,9168858643,300000,پرداخت شارژ ساختمان,2012-5-16
836,9168858643,100000,پرداخت شارژ ساختمان,2012-6-10
837,9168858643,60000000,پرداخت شارژ ساختمان,2012-7-18
838,9168858643,40000000,پرداخت شارژ ساختمان,2012-8-16
839,9168858643,80000000,پرداخت شارژ ساختمان,2012-9-20
840,9168858643,30000000,پرداخت شارژ ساختمان,2012-10-16
841,9168858643,5000000,پرداخت شارژ ساختمان,2012-11-19
842,9168858643,600000,پرداخت شارژ ساختمان,2012-12-20
843,9168858643,60000000,پرداخت شارژ ساختمان,2013-1-16
844,9168858643,70000000,پرداخت شارژ ساختمان,2013-2-12
845,9168858643,5000000,پرداخت شارژ ساختمان,2013-3-10
846,9168858643,5000000,پرداخت شارژ ساختمان,2013-4-19
847,9168858643,90000000,پرداخت شارژ ساختمان,2013-5-12
848,9168858643,1000000,پرداخت شارژ ساختمان,2013-6-13
849,9168858643,6000000,پرداخت شارژ ساختمان,2013-7-17
850,9168858643,10000000,پرداخت شارژ ساختمان,2013-8-20
851,9168858643,3000000,پرداخت شارژ ساختمان,2013-9-11
852,9168858643,50000000,پرداخت شارژ ساختمان,2013-10-10
853,9168858643,500000,پرداخت شارژ ساختمان,2013-11-12
854,9168858643,6000000,پرداخت شارژ ساختمان,2013-12-15
855,9168858643,90000000,پرداخت شارژ ساختمان,2014-1-14
